-2.45, 4.28, -15.79
28.27, 42.03, -4.12
109.46, 67.53, 21.77
99.51, -15.12, 101.99
-32.45, -87.87, 129.82
-141.43, -73.91, 81.09
-189.37, -22.24, -21.14
-155.79, 24.8, -106.47
-85.77, 24.64, -110.52
-18.04, -11.95, -105.16
52.33, -50.22, -65.26
60.89, -21.0, -42.39
63.63, 12.58, -22.92
57.64, 25.41, 4.37
36.84, 26.37, 19.08
27.17, 24.68, 14.55
10.74, 17.59, 3.85
8.5, 21.18, -9.14
-0.89, 19.64, -18.11
1.12, 25.99, -25.28
7.73, 33.62, -34.66
7.3, 12.09, -51.79
3.84, -19.65, -43.75
10.16, -23.09, -35.29
15.15, -22.62, -0.9
5.36, -14.49, 25.75
8.51, 18.0, 34.43
4.81, 22.45, 22.17
3.07, 23.86, 23.48
-2.04, 22.22, 15.41
-6.52, 22.2, 11.12
-9.45, 13.01, 4.04
-3.85, 8.65, -1.73
0.98, 4.9, -4.66
1.76, 1.19, -4.61
1.82, -0.49, -4.25
-1.1, -3.74, -5.35
-1.85, -3.99, -5.47
-1.62, -3.11, -5.12
-1.7, -2.98, -4.8
-1.9, -2.52, -4.78
-1.98, -1.98, -4.63
-2.28, -1.97, -4.83
-1.63, -1.75, -4.18
-1.29, -1.7, -4.3
-1.16, -1.59, -4.62
-1.11, -1.89, -4.68
-0.92, -1.76, -4.23
-1.34, -1.89, -4.68
-1.52, -2.26, -4.89
