11.35, -13.24, -2.04
3.06, -23.29, 1.07
-22.54, -36.39, -0.37
-42.42, -42.84, 14.3
-54.92, -19.62, 50.88
-6.15, 22.22, 99.87
59.0, 84.55, 88.51
90.92, 114.63, 13.25
85.46, 81.54, -53.87
51.06, 51.29, -75.16
17.09, 27.51, -73.57
-2.83, 11.99, -48.2
-48.29, 3.38, -18.22
-26.16, -31.49, -19.17
-11.54, -35.8, -11.68
-8.34, -19.65, -3.71
7.37, -14.16, -18.99
20.07, -3.55, -30.93
0.75, 5.36, -47.68
-14.2, 13.07, -47.15
-26.33, 28.43, -36.03
-0.68, 50.51, 17.6
-9.18, -6.06, 60.43
4.22, -30.57, 48.88
11.63, -37.5, 39.62
13.18, -49.92, 33.66
3.8, -34.94, 4.42
10.91, -21.99, -0.28
11.09, -10.36, -1.43
-3.55, -3.51, -2.65
0.85, -1.21, -2.15
2.12, 0.78, -0.65
0.41, 0.58, -1.4
-1.08, -1.72, -4.39
-1.58, -2.18, -4.1
-1.24, -3.88, -3.29
-0.36, -2.8, -4.08
-1.81, -1.11, -3.51
-3.34, 1.09, -2.62
-1.08, 1.27, -3.38
-1.25, 2.62, -1.33
-1.39, 3.38, -1.79
1.5, 1.92, -3.05
1.83, 0.48, -1.89
-1.17, -0.38, -2.32
-1.25, -0.37, -2.9
-1.86, -0.01, -2.91
-1.35, -0.66, -3.62
-1.35, -0.82, -3.95
