2.29,8.30,-3.43
5.56,-9.91,-1.03
22.59,-18.47,9.77
32.12,-24.39,31.48
29.21,-12.21,54.38
9.50,6.58,60.31
-11.96,22.86,54.88
-31.98,33.89,34.39
-37.89,45.98,1.90
-32.65,52.41,-31.00
-25.27,50.56,-50.68
-13.52,42.26,-69.26
-6.07,15.80,-70.36
-1.56,-18.50,-53.22
-4.83,-65.89,-29.12
-2.53,-112.46,1.74
-5.08,-110.63,24.87
-25.20,-80.89,11.60
-48.62,-30.91,-1.42
-51.08,28.29,12.75
-12.29,79.50,12.27
49.80,91.74,9.97
97.27,88.87,12.27
97.94,79.95,14.33
68.91,89.28,13.81
-2.67,85.74,4.65
-68.33,34.17,-5.02
-77.84,-38.10,-12.43
-43.99,-107.14,-9.58
-15.03,-137.63,10.30
16.02,-133.20,25.34
-12.13,-104.50,9.78
-46.81,-52.86,2.58
-50.95,-7.06,4.40
-33.21,47.87,15.94
26.88,100.40,16.33
88.85,106.41,14.53
119.96,96.65,3.52
88.78,95.86,-5.18
17.14,96.77,-11.86
-64.97,49.85,-10.65
-83.92,-32.43,1.85
-48.52,-115.64,-2.33
-19.09,-145.31,10.99
-8.73,-130.68,19.20
-13.24,-106.85,15.64
-46.79,-68.57,15.74
-65.56,-0.50,9.20
-43.36,67.49,13.14
7.86,89.68,15.04
46.60,90.76,11.56
76.89,66.65,-2.26
90.67,37.53,-13.23
90.86,43.22,-12.99
64.39,62.53,-8.49
18.65,80.72,-1.28
-45.05,65.04,-10.17
-94.26,-2.27,-4.56
-84.89,-78.12,12.85
-34.41,-96.96,16.51
-1.13,-63.00,-7.13
13.05,-28.32,-13.82
8.80,-7.90,-13.06
-6.53,8.75,-0.57
4.47,-0.26,15.28
8.69,-8.02,22.28
