-2.50,-9.03,-7.54
-7.38,-25.91,-5.93
-14.10,-33.83,2.74
-14.70,-22.31,21.19
-7.29,-0.10,35.20
2.32,21.44,41.65
19.10,43.24,25.10
30.44,45.11,4.37
34.00,39.48,-10.23
29.60,31.10,-24.26
19.80,15.46,-31.42
7.16,7.75,-28.03
4.60,7.53,-25.76
-2.56,5.91,-18.13
-6.14,2.91,-15.14
-5.88,0.73,-13.34
-11.40,-5.91,-1.75
-7.87,-11.49,-1.29
-7.15,-17.52,-1.26
-6.77,-25.35,0.61
0.02,-24.84,-2.57
-1.17,-23.54,-11.64
2.82,-11.19,-24.30
-0.42,-6.52,-31.77
-11.29,-12.33,-36.27
-17.78,-10.01,-36.24
-13.55,4.67,-21.06
3.59,15.40,9.95
3.15,-15.04,37.86
25.51,-16.53,42.94
8.30,-18.66,17.87
16.83,-14.84,18.99
10.39,-14.76,10.28
