11.76,-1.22,20.59
1.84,2.38,29.87
-10.74,8.51,31.84
-12.81,7.47,29.54
-8.55,21.11,13.42
-3.69,23.91,-18.38
-4.71,13.14,-32.24
-10.40,1.68,-40.04
-8.36,-5.61,-36.66
-0.48,-5.56,-16.93
5.18,-9.76,-3.41
5.37,-16.10,6.87
4.53,-14.51,13.06
7.29,-8.18,21.23
11.11,-9.14,31.12
10.20,4.24,38.17
-3.12,-7.42,62.13
-4.83,7.84,53.80
-26.44,46.20,-7.48
-14.94,47.80,-10.92
6.33,27.79,-126.21
-19.74,-15.73,-15.35
14.47,1.26,1.08
-1.69,7.36,11.72
0.04,3.79,14.12
1.35,-5.89,13.57
2.66,-6.31,9.25
