-7.13, -2.63, 14.47
-23.26, -2.09, 45.29
-25.07, 30.08, 60.68
-29.23, 28.65, -9.71
-2.17, 18.96, -69.73
14.07, -6.58, -91.17
27.37, -30.05, -77.67
26.27, -48.22, -10.61
49.15, -6.03, 51.65
37.35, -21.55, 56.54
-18.73, -26.37, 74.44
-38.79, 13.85, 73.01
-42.77, 50.28, 37.75
-46.73, 59.38, 4.88
-25.03, 52.73, -29.93
-4.16, 34.32, -48.82
17.45, 21.4, -56.47
-7.25, 3.29, -47.63
-4.5, -9.1, 5.08
16.72, 5.38, -11.96
2.97, 11.67, -27.61
3.93, 19.37, -31.6
-14.4, 29.38, -37.4
-29.64, 24.61, -13.58
-24.06, -11.25, 20.72
0.39, -38.95, 41.96
22.18, -45.71, 18.6
25.59, -28.77, 6.34
22.9, -13.17, -0.02
18.62, 1.76, -1.45
15.96, 7.03, -0.86
5.65, -2.93, -1.75
-0.42, -1.54, -3.19
-2.89, -0.56, -3.58
-0.88, -0.4, -2.6
-0.45, -0.02, -2.94
1.56, -0.44, -2.36
0.43, -0.16, -2.46
-0.15, -0.37, -2.56
0.04, -0.36, -2.73
0.39, -0.44, -2.82
-0.31, -0.4, -2.51
0.36, -0.29, -2.88
0.15, -0.75, -2.03
-0.28, -0.34, -2.87
-0.05, -0.44, -2.43
0.42, -0.29, -2.54
-0.02, -0.54, -2.56
0.02, -0.36, -2.45
