-10.59, 1.39, 3.91
-18.06, -1.49, 27.17
11.02, -1.86, 37.42
4.35, -8.32, 52.34
-13.3, -4.99, 9.01
3.78, 3.85, -45.88
7.2, 6.33, -85.27
3.32, 21.92, -103.81
8.49, 37.27, -75.72
10.13, 25.18, 8.11
-22.25, -14.17, 63.52
-31.55, -31.19, 76.1
4.72, -38.53, 38.75
28.93, -13.8, 16.49
14.68, -14.34, 21.19
-31.12, -31.0, -88.92
-17.62, 10.17, -2.93
-19.71, 24.35, 16.87
13.8, -3.54, 0.53
-15.39, -11.79, -11.79
-20.19, -12.4, -0.47
-5.77, -24.68, -9.51
18.19, -13.5, -11.01
26.26, 7.87, -25.55
26.88, 8.97, -44.65
24.92, -0.49, -8.14
14.57, 35.98, 26.91
-27.82, 39.54, 31.21
-33.04, 30.03, 6.13
-28.82, 16.4, -2.92
-18.53, 6.15, -4.3
-14.97, 0.46, -4.26
-23.21, -1.63, -5.22
-17.87, -7.12, 0.29
1.11, -10.61, 0.08
9.15, -11.8, -3.16
11.85, -8.04, -2.34
6.68, -5.47, -2.25
3.2, -3.48, -3.14
1.57, -2.99, -3.84
-0.34, -3.56, -3.7
-1.69, -5.04, -3.1
-0.84, -5.4, -3.54
0.24, -5.25, -2.41
1.6, -2.59, -2.83
2.92, 0.29, -2.94
2.01, 1.74, -3.77
1.0, 1.25, -3.16
0.62, -0.72, -2.13
-0.57, -1.93, -3.63
