4.45, 9.81, 32.12
-6.53, 13.36, 66.55
-20.13, -11.4, 58.18
7.0, -6.75, 9.34
29.0, 7.0, -24.13
10.34, 1.54, -43.52
-4.44, -9.63, -77.54
-0.68, -7.38, -85.01
1.04, -2.82, -69.6
4.34, 9.86, -45.32
7.74, -7.43, -29.41
7.55, -15.02, 0.79
11.05, 1.76, 49.88
16.87, 15.33, 80.19
5.81, -0.91, 60.46
-12.86, -4.21, 40.78
-12.29, 10.64, 22.42
-20.94, 1.08, -5.53
-53.25, 53.73, -109.6
-10.05, -2.74, 19.2
30.21, 5.66, 28.07
-10.17, -11.42, -6.36
8.83, 8.24, 0.98
-0.31, -2.81, -6.46
2.28, -1.74, -3.56
-0.21, 11.41, -8.74
-10.39, -8.97, -33.11
-11.85, -36.83, -49.46
-14.3, -4.34, -20.45
7.43, -5.67, 18.74
14.25, -15.9, 19.23
22.75, -8.01, 23.43
25.13, 9.12, 17.07
23.47, 11.99, 6.42
11.69, 5.34, -0.04
4.21, 3.06, -3.57
5.42, 7.77, -4.61
1.88, 5.89, -5.26
-1.7, 3.26, -5.03
-2.07, 3.47, -3.93
-3.29, 2.74, -4.31
-4.35, 1.33, -4.05
-5.36, 0.66, -4.36
-4.53, 1.36, -4.23
-4.64, 1.15, -4.77
-3.22, 1.39, -4.4
-2.93, 0.62, -4.36
-2.61, 0.46, -4.57
-2.1, 1.03, -4.61
-2.03, 0.58, -3.87
