86.62, -87.24, -51.3
67.45, -81.59, -8.97
44.74, -70.4, 4.39
27.82, -57.19, 10.23
16.68, -44.95, 12.33
9.4, -35.96, 11.78
9.42, -29.02, 5.25
18.96, -21.89, -4.84
34.81, -15.84, -7.53
52.53, -12.23, -5.5
67.91, -11.05, 1.43
79.29, -10.71, 8.8
85.29, -9.57, 16.34
84.58, -8.91, 19.47
76.29, -9.08, 19.97
62.7, -11.52, 19.32
46.88, -15.78, 17.81
30.7, -19.66, 13.87
15.31, -23.09, 8.47
8.77, -25.92, 0.8
15.25, -25.03, -3.08
28.13, -22.32, -3.92
58.4, -16.88, 2.63
72.48, -14.64, 7.64
83.85, -12.73, 12.34
88.99, -9.68, 17.13
81.22, -10.21, 16.61
67.45, -14.13, 18.45
52.32, -19.52, 18.28
37.17, -23.6, 19.43
23.34, -27.64, 20.37
10.29, -31.23, 15.09
5.42, -31.04, 7.99
10.76, -28.11, 2.39
22.23, -24.45, -1.0
37.48, -20.91, -1.15
53.55, -18.19, 1.89
68.12, -16.08, 9.02
80.57, -14.31, 14.33
89.54, -12.9, 17.78
92.5, -11.76, 21.13
86.68, -11.27, 23.31
74.44, -13.49, 21.54
60.65, -17.52, 17.98
45.96, -21.11, 18.01
33.1, -24.56, 17.15
23.95, -26.54, 15.13
18.77, -27.39, 12.17
16.83, -27.79, 9.76
16.26, -28.81, 6.87
19.19, -35.95, 3.17
23.38, -43.15, 1.02
29.31, -52.12, -1.48
38.1, -61.75, -2.7
49.7, -71.46, -3.66
64.57, -79.94, -2.03
79.09, -86.05, -4.77
90.3, -88.68, -75.6
95.55, -92.61, -115.32
97.16, -93.52, -112.59
95.83, -93.2, -105.82
93.9, -92.59, -98.65
91.79, -87.64, -85.93
89.64, -87.28, -71.12
88.2, -86.92, -63.73
87.76, -86.82, -62.07
87.6, -87.15, -59.27
86.39, -87.21, -53.1
84.98, -87.35, -47.41
85.56, -87.4, -51.23
87.93, -87.3, -62.45
89.06, -87.15, -68.31
89.02, -87.46, -67.95
89.16, -87.68, -68.51
