10.51, -10.01, 6.3
56.3, -27.12, 38.58
46.48, 2.22, 70.19
-7.37, 31.96, 38.62
-35.76, 21.45, -7.46
-53.23, -12.14, -44.1
-75.97, -70.64, -54.89
-94.27, -72.16, -16.18
-79.48, 1.38, -24.19
-43.05, 53.36, -16.91
22.04, 84.03, -1.6
130.32, 60.8, 12.0
145.53, 47.28, 2.72
86.8, 63.0, -14.12
25.37, 62.94, -23.94
-32.0, 32.12, -14.95
-74.24, -23.09, -8.07
-73.2, -112.3, 7.58
-37.65, -143.25, 10.18
-50.39, -87.7, 3.78
-62.26, -17.21, 22.83
-50.45, 46.93, 24.5
14.45, 84.82, 6.01
70.63, 69.01, 8.85
119.95, 36.81, -3.77
114.5, 28.34, -20.8
28.43, 46.0, -25.53
-23.67, 38.07, -15.27
-66.43, 4.38, -0.57
-72.31, -40.76, 2.55
-44.13, -67.84, -5.68
-23.01, -52.97, -19.03
-11.6, -36.92, -15.01
-6.31, -22.56, -9.55
-0.45, -8.45, -3.94
5.72, 1.74, 0.99
11.72, 6.21, 4.56
13.78, 14.29, 7.63
9.92, 8.71, 6.1
14.67, -1.1, 6.32
11.23, 4.29, 2.91
7.12, -5.35, 1.67
7.17, -8.66, 1.64
5.92, -7.02, 1.54
5.08, -4.07, 0.61
0.2, -4.72, 0.03
1.91, 6.16, -4.11
4.94, 15.17, -6.57
-1.67, 6.2, -5.11
-5.42, 0.96, -3.74
